Year,Quarter,Product Model,5G Capability,Units Sold,Revenue ($),Market Share (%),Regional 5G Coverage (%),5G Subscribers (millions),Avg 5G Speed (Mbps),Preference for 5G (%),Region
2020,Q4,Galaxy Z Flip5 5G,Yes,49246,5030391.84,6.07,51.07,47.75,137.42,71.5,Middle East & Africa
2021,Q1,Galaxy S10,No,44456,14331275.99,0.6499999999999999,61.11,40.37,129.5,66.93,North America
2021,Q1,Galaxy Note10,No,6548,54168172.52,2.64,63.010000000000005,17.85,279.58,73.97,Europe
2021,Q1,Galaxy S20,No,36129,28657040.44,0.49,60.6,1.5699999999999998,209.38,62.41,Middle East & Africa
2021,Q1,Galaxy Note20,No,36476,9769649.436,0.3999999999999999,67.05,29.96,138.12,52.54,Europe
2021,Q1,Galaxy S21,No,34090,7777936.368,3.54,71.27,41.68,171.59,50.17,Middle East & Africa
2021,Q1,Galaxy A32 5G,Yes,30278,12377641.48,3.86,40.510000000000005,51.79,184.8,61.75,Middle East & Africa
2021,Q1,Galaxy A52 5G,Yes,57898,19848318.31,4.43,45.27,23.12,277.65,55.07,Latin America
2021,Q1,Galaxy A73 5G,Yes,44847,14310727.31,5.07,66.56,16.83,97.53,53.5,Europe
2021,Q1,Galaxy Z Fold2 5G,Yes,6557,41433407.51,2.69,94.68,54.35,127.45,85.11,Asia-Pacific
2021,Q1,Galaxy Z Flip3 5G,Yes,58334,67042799.4,6.02,90.08,10.35,102.66,60.11,Europe
2021,Q1,Galaxy S22 5G,Yes,42025,46339655.03,4.66,82.85,36.11,176.96,71.11,North America
2021,Q1,Galaxy Z Fold3 5G,Yes,8612,30287874.85,3.62,54.88,52.25,288.87,72.55,Asia-Pacific
2021,Q1,Galaxy A14 5G,Yes,33689,37582037.58,6.06,97.44,25.59,133.77,92.93,Europe
2021,Q1,Galaxy S23 5G,Yes,60093,79592293.16399999,3.24,68.56,48.17,130.83,75.69,Latin America
2021,Q1,Galaxy Z Flip5 5G,Yes,50612,24547804.33,4.38,76.13,16.43,58.21,60.85,Asia-Pacific
2021,Q2,Galaxy S10,No,33392,40200175.95,-0.14,69.32,24.76,255.14,39.33,North America
2021,Q2,Galaxy Note10,No,20351,10720475.02,3.45,77.71,3.3,285.13,73.56,North America
2021,Q2,Galaxy S20,No,9689,18237818.16,-0.39,45.74,39.58,291.06,65.82,North America
2021,Q2,Galaxy Note20,No,19360,21067765.94,0.71,72.25,24.64,119.68,71.1,Latin America
2021,Q2,Galaxy S21,No,41937,10442280.66,-0.2,67,23.33,106.63,42.6,Asia-Pacific
2021,Q2,Galaxy A32 5G,Yes,26634,17977115.15,2.97,45.93,52.08,238.86,74.08,Middle East & Africa
2021,Q2,Galaxy A52 5G,Yes,36653,38555751.19,4.34,88.65,27.12,280.3,66,Middle East & Africa
2021,Q2,Galaxy A73 5G,Yes,61958,56094433.85999999,4.58,59.36,24.48,62.63,92.83,Asia-Pacific
2021,Q2,Galaxy Z Fold2 5G,Yes,6501,38321092.72,5.279999999999999,74.46,32.11,93.6,93.25,Latin America
2021,Q2,Galaxy Z Flip3 5G,Yes,31267,31015491.11,3.1100000000000003,75.22,36.29,75.66,48.08,Europe
2021,Q2,Galaxy S22 5G,Yes,27446,66537700.59599999,5.890000000000001,93.07,25.38,199.61,89.51,North America
2021,Q2,Galaxy Z Fold3 5G,Yes,60479,80946999.25199999,4.359999999999999,41.23,45.34,215.46,49.82,Latin America
2021,Q2,Galaxy A14 5G,Yes,33576,15758344.55,6.65,73.37,14.85,69.65,58.52,Europe
2021,Q2,Galaxy S23 5G,Yes,53719,32766472.26,2.82,96.44,40.48,160.45,71.77,Latin America
2021,Q2,Galaxy Z Flip5 5G,Yes,34710,17998844.95,5.279999999999999,61.27,11.75,237.56,76.8,Middle East & Africa
2021,Q3,Galaxy S10,No,39031,18608941.01,3.81,33.54,15.3,107.98,58.3,Asia-Pacific
2021,Q3,Galaxy Note10,No,34903,18518248.49,2.05,53.32,5.41,217.97,54.81,Europe
2021,Q3,Galaxy S20,No,35996,23537405.35,3.53,37.57,31.68,291.12,85.21,Latin America
2021,Q3,Galaxy Note20,No,42820,29532856.46,-0.47,68.24,19.11,188.16,46.5,Latin America
2021,Q3,Galaxy S21,No,28881,21441364.65,0.6599999999999999,41.69,44.53,269.38,59.06,Middle East & Africa
2021,Q3,Galaxy A32 5G,Yes,55419,10737537.96,2.59,68.8,35.980000000000004,196.85,72.96,Middle East & Africa
2021,Q3,Galaxy A52 5G,Yes,7872,5221237.332,4.109999999999999,54.57,44.85,202.32,88.65,Europe
2021,Q3,Galaxy A73 5G,Yes,24758,51101597.95,4.720000000000001,98.62,35.629999999999995,259.73,81.14,Middle East & Africa
2021,Q3,Galaxy Z Fold2 5G,Yes,50384,16798329.65,4.359999999999999,89.43,51.51,132.01,80.99,Asia-Pacific
2021,Q3,Galaxy Z Flip3 5G,Yes,8281,15827206.45,2.87,97.24,49.02,297.81,77.33,North America
2021,Q3,Galaxy S22 5G,Yes,54330,37269680.39,6.02,48.4,15.34,212.64,88.87,Middle East & Africa
2021,Q3,Galaxy Z Fold3 5G,Yes,32683,17951923.895999998,4.859999999999999,53.85,21.86,99.2,71.55,Europe
2021,Q3,Galaxy A14 5G,Yes,58052,45303231.34,5.93,82.65,33.54,271.18,90.26,Asia-Pacific
2021,Q3,Galaxy S23 5G,Yes,28022,33044277.48,3.7,91.77,8.11,274.8,87,Europe
2021,Q3,Galaxy Z Flip5 5G,Yes,55987,5330566.680000001,2.81,47.52,46.97,166.12,82.49,Asia-Pacific
2021,Q4,Galaxy S10,No,5309,30375439.56,-0.17,38.35,33.49,297.3,66.82,Asia-Pacific
2021,Q4,Galaxy Note10,No,39415,15774523.4,3.4400000000000004,72.4,38.09,242.8,86.48,North America
2021,Q4,Galaxy S20,No,7734,10384187.42,2.43,37.34,20.93,122.97,82.42,Latin America
2021,Q4,Galaxy Note20,No,40180,8451472.220999999,3.22,52.55,44.45,97.8,53.34,Europe
2021,Q4,Galaxy S21,No,39509,57709591.71,0.4399999999999999,52.43,9.26,214.47,84.68,Middle East & Africa
2021,Q4,Galaxy A32 5G,Yes,7653,25848407.75,6.33,66.02000000000001,9.81,183.48,54.28,Middle East & Africa
2021,Q4,Galaxy A52 5G,Yes,10112,41338291.91,3.44,40.870000000000005,37.22,93.6,72.67,Asia-Pacific
2021,Q4,Galaxy A73 5G,Yes,63494,10304716.72,3.98,74.63,53.48,296.12,93.14,North America
2021,Q4,Galaxy Z Fold2 5G,Yes,40197,47733241.81,4.21,63.71,37.93,70.52,74.59,Europe
2021,Q4,Galaxy Z Flip3 5G,Yes,28000,39976458.88,6.67,56.79,11.35,240.77,51.48,Asia-Pacific
2021,Q4,Galaxy S22 5G,Yes,30537,33782555.279999994,6.26,48.75,15.75,162.28,64.74000000000001,Latin America
2021,Q4,Galaxy Z Fold3 5G,Yes,16890,10789418.339999998,3.3600000000000003,73.7,27.02,202.39,52.08,Europe
2021,Q4,Galaxy A14 5G,Yes,50895,58673135.23,5.33,57.73,31.67,226.07,94.36,Asia-Pacific
2021,Q4,Galaxy S23 5G,Yes,14293,84264943.84,3.84,95.98,19.39,139.82,81.79,Asia-Pacific
2021,Q4,Galaxy Z Flip5 5G,Yes,18172,7206944.652,5.16,68.44,22.27,184.61,68.86,Europe
2022,Q1,Galaxy S10,No,23678,23302026.23,0.5800000000000001,45.61,43.79,156.56,72.06,Europe
2022,Q1,Galaxy Note10,No,24682,30388420.881000005,3.89,65.35,41.22,202.74,65.05,Latin America
2022,Q1,Galaxy S20,No,49869,25015561.71,-0.1,66.77,25.65,137.77,75.23,North America
2022,Q1,Galaxy Note20,No,5718,47611430.59,3.4000000000000004,60.400000000000006,15.37,128.61,41.67,North America
2022,Q1,Galaxy S21,No,35233,10414206.28,2.01,84.7,12.7,92.35,51.97,North America
2022,Q1,Galaxy A32 5G,Yes,41857,71129083.79,4.859999999999999,73.91,45.53,173.38,53.59,Europe
2022,Q1,Galaxy A52 5G,Yes,33814,62983632.7,4.5600000000000005,57.41,21.53,170.67,72.61,Europe
2022,Q1,Galaxy A73 5G,Yes,35418,14482116.28,4.01,91.45,6.5600000000000005,157.75,57.04,Europe
2022,Q1,Galaxy Z Fold2 5G,Yes,39933,18632947.1,2.56,91.48,41.08,272.72,57.82,Europe
2022,Q1,Galaxy Z Flip3 5G,Yes,6800,6213699.612,6.1,52.04,54.21,81.93,52.88,Middle East & Africa
2022,Q1,Galaxy S22 5G,Yes,6787,52571041.67,4.93,103.73,29.49,274.81,47.7,Latin America
2022,Q1,Galaxy Z Fold3 5G,Yes,34677,15661456.58,6.11,101.07,48.06,165.76,55.31,Latin America
2022,Q1,Galaxy A14 5G,Yes,27735,60038350.75,6.4,42.86,50.44,118.36,80.72,North America
2022,Q1,Galaxy S23 5G,Yes,51810,14517045.839999998,5.73,51.7,7.359999999999999,174.15,73.56,Asia-Pacific
2022,Q1,Galaxy Z Flip5 5G,Yes,46166,19455487.42,4.54,59.94,13.25,195.16,74.46,Latin America
2022,Q2,Galaxy S10,No,47075,9011313.36,3.1500000000000004,87.8,23.96,79.96,66.24,Latin America
2022,Q2,Galaxy Note10,No,5465,14185149.88,1.97,73.54,45.99,292.18,37.14,North America
2022,Q2,Galaxy S20,No,22036,14156370.64,2.12,60.31,-0.89,298.7,43.46,Asia-Pacific
2022,Q2,Galaxy Note20,No,31388,15148576.49,3.4400000000000004,67,45.8,92.32,39.57,Europe
2022,Q2,Galaxy S21,No,33806,23699378.709000003,-0.23,77.31,47.51,129.7,78.41,North America
2022,Q2,Galaxy A32 5G,Yes,46798,34010964.59,2.84,95.15,47.23,287.88,87.65,Middle East & Africa
2022,Q2,Galaxy A52 5G,Yes,15007,56176071.66,6.81,83.96,44.71,258.98,59.6,Latin America
2022,Q2,Galaxy A73 5G,Yes,10585,29685804.23,3.51,93.42,38.63,171.64,87.93,Europe
2022,Q2,Galaxy Z Fold2 5G,Yes,10415,16056993.77,2.85,87.84,42.48,160.24,51.79,Asia-Pacific
2022,Q2,Galaxy Z Flip3 5G,Yes,54159,43416974.45,5.91,101.8,45.27,232.71,51.01,Latin America
2022,Q2,Galaxy S22 5G,Yes,17217,31929959.75,3.68,41.36,32,291.72,45.78,Middle East & Africa
2022,Q2,Galaxy Z Fold3 5G,Yes,53719,15328592.42,3.88,79.25,36.07,286.49,48.06,North America
2022,Q2,Galaxy A14 5G,Yes,58156,45419753.7,4.279999999999999,88.11,44.95,232.59,86.74,Middle East & Africa
2022,Q2,Galaxy S23 5G,Yes,33117,5432435.603999999,6.58,83.47,38.52,282.72,86.09,Asia-Pacific
2022,Q2,Galaxy Z Flip5 5G,Yes,24948,7564107.576,3.51,89.68,53.4,284.12,72.56,Latin America
2022,Q3,Galaxy S10,No,10671,9842035.365,0.25,50.83,26.94,249.36,77.13,Asia-Pacific
2022,Q3,Galaxy Note10,No,27006,5136019.542,0.3600000000000001,70.18,-0.05,179.88,63.620000000000005,Middle East & Africa
2022,Q3,Galaxy S20,No,35658,14607494.42,1.1800000000000002,33.54,9.96,232.38,66.96,Asia-Pacific
2022,Q3,Galaxy Note20,No,8330,26191927.65,4,73.87,24.35,169.49,53.29,North America
2022,Q3,Galaxy S21,No,32243,28519800.44,0.1299999999999999,27.270000000000003,22.56,82.24,53.9,North America
2022,Q3,Galaxy A32 5G,Yes,49871,8902985.243999999,6.82,48.95,18.68,240.7,53.91,North America
2022,Q3,Galaxy A52 5G,Yes,39287,21438284.87,4.970000000000001,70.25,52.39,215.78,74.82,North America
2022,Q3,Galaxy A73 5G,Yes,43668,32615703.95,3.64,41.86,25.87,164.53,62.1,Middle East & Africa
2022,Q3,Galaxy Z Fold2 5G,Yes,64883,70601769.76799999,4.6,61.16,31.32,154.51,92.8,Latin America
2022,Q3,Galaxy Z Flip3 5G,Yes,29698,9547956.384,3.14,93.12,34.760000000000005,246.75,65.46000000000001,Middle East & Africa
2022,Q3,Galaxy S22 5G,Yes,16005,41833223.63,6.71,88.73,39.93,281.7,86.82,Middle East & Africa
2022,Q3,Galaxy Z Fold3 5G,Yes,55071,52340365.75,3.6,55.45,51.49,279.27,73.87,Europe
2022,Q3,Galaxy A14 5G,Yes,55853,6813706.728,4.88,62.85,33.760000000000005,63.15,69.85,North America
2022,Q3,Galaxy S23 5G,Yes,47291,19328484.68,6.51,102.8,36.28,222.44,74.49,Asia-Pacific
2022,Q3,Galaxy Z Flip5 5G,Yes,30901,11882936.57,3.47,95.55,15.87,182.47,50.98,Asia-Pacific
2022,Q4,Galaxy S10,No,8330,4252116.888,2.01,89.2,17.57,213.49,61.06999999999999,North America
2022,Q4,Galaxy Note10,No,16902,45919818.68,-0.25,68.67,2.53,66.34,47.23,Asia-Pacific
2022,Q4,Galaxy S20,No,10352,10351376.89,3.16,68.23,24.33,137.24,49.71,Asia-Pacific
2022,Q4,Galaxy Note20,No,20904,41945284.64,-0.06,53.51,35.45,63.87,78.05,Asia-Pacific
2022,Q4,Galaxy S21,No,32799,30084811.85,0.7,89.07,45.08,253.23,61.38,Europe
2022,Q4,Galaxy A32 5G,Yes,17884,11319455.1,4.18,99.95,7.17,265.78,86.45,North America
2022,Q4,Galaxy A52 5G,Yes,40963,10902531.08,2.86,42.87,21.56,281.31,81.51,Middle East & Africa
2022,Q4,Galaxy A73 5G,Yes,15691,21823040.17,3.0700000000000003,42.69,42.69,135.63,72.27,North America
2022,Q4,Galaxy Z Fold2 5G,Yes,23653,24085328.15,5.640000000000001,87.55,41.3,170.64,46.15,Europe
2022,Q4,Galaxy Z Flip3 5G,Yes,56264,11515465.8,3.42,82.21,39.95,68.7,94.84,Europe
2022,Q4,Galaxy S22 5G,Yes,47629,40258147.69,2.59,62.4,46.2,174.55,88.86,Latin America
2022,Q4,Galaxy Z Fold3 5G,Yes,22829,33124655.16,6.4,70.69,26.25,125.31,93.2,North America
2022,Q4,Galaxy A14 5G,Yes,33785,47573854.62,5.640000000000001,92.95,33.129999999999995,109.94,93.28,Latin America
2022,Q4,Galaxy S23 5G,Yes,28676,33319538.64,5.17,80.3,30.76,213.39,76.2,Asia-Pacific
2022,Q4,Galaxy Z Flip5 5G,Yes,62215,44729535.66,3.04,93.8,38.79,253.73,45.63,Latin America
2023,Q1,Galaxy S10,No,40947,29431350.05,2.29,31.64,20.82,272.01,80.79,Europe
2023,Q1,Galaxy Note10,No,14664,15195950.99,1.66,62.66,1.4700000000000002,171.98,74.11,North America
2023,Q1,Galaxy S20,No,43817,24176526.14,2.45,48.62,20.28,175.27,73.89,Europe
2023,Q1,Galaxy Note20,No,41459,13687954.88,-0.11,62.18000000000001,11.77,287.5,41.54,Latin America
2023,Q1,Galaxy S21,No,32918,22481075.41,1.86,81.72,33.4,108.49,65.46,North America
2023,Q1,Galaxy A32 5G,Yes,42266,25950100.26,6.02,55.39,39.53,262.25,45.63,Asia-Pacific
2023,Q1,Galaxy A52 5G,Yes,35503,31844795.27,3.87,85.47,48.17,262.84,68,Asia-Pacific
2023,Q1,Galaxy A73 5G,Yes,47694,18903891.32,5.9,62.48,29.12,227.77,87.07,Europe
2023,Q1,Galaxy Z Fold2 5G,Yes,36500,11340925.86,2.86,98.22,46.72,177.9,65.83,Asia-Pacific
2023,Q1,Galaxy Z Flip3 5G,Yes,31535,75369161.28,4.85,103.92,6.42,256.03,54.7,Asia-Pacific
2023,Q1,Galaxy S22 5G,Yes,25428,41184238.58,4.9,78.09,24.18,262.01,54.8,North America
2023,Q1,Galaxy Z Fold3 5G,Yes,58459,6197608.464,5.29,65.56,52.82,231.91,69.15,Middle East & Africa
2023,Q1,Galaxy A14 5G,Yes,39916,30964782.02,5.529999999999999,47.84,15.23,260.8,82.88,Middle East & Africa
2023,Q1,Galaxy S23 5G,Yes,56785,37101918.73,4.21,67.62,43.79,240.21,75.96,Asia-Pacific
2023,Q1,Galaxy Z Flip5 5G,Yes,11658,14130688.68,4.8100000000000005,64.15,50.51,117.92,62.56,Europe
2023,Q2,Galaxy S10,No,28445,23846107.2,3.99,46.8,37.91,175.6,66.6,Europe
2023,Q2,Galaxy Note10,No,12074,10953765.79,1.67,65.23,47.14,106.03,70.52,Europe
2023,Q2,Galaxy S20,No,24787,11158722.59,2.93,73.15,29.28,138,68.94,Europe
2023,Q2,Galaxy Note20,No,40418,32030342.59,1.7799999999999998,61.900000000000006,24.69,160.98,45.26,North America
2023,Q2,Galaxy S21,No,34655,5500615.14,0,36.06,47.06,75.69,57.66,Middle East & Africa
2023,Q2,Galaxy A32 5G,Yes,18720,45175723.36,6.09,77.17,13.16,95.71,54.69,Latin America
2023,Q2,Galaxy A52 5G,Yes,7111,38171299.74,4.9,94.2,53.26,269.75,52.92,Asia-Pacific
2023,Q2,Galaxy A73 5G,Yes,22044,31012290.23,5.12,79.73,37.98,63.5,81.51,Latin America
2023,Q2,Galaxy Z Fold2 5G,Yes,14004,7989841.619999999,3.37,86.05,18.51,249.43,45.62,North America
2023,Q2,Galaxy Z Flip3 5G,Yes,55851,19401460.38,5.04,98.87,14.29,187.41,45.43,Latin America
2023,Q2,Galaxy S22 5G,Yes,43275,7555516.428,4.18,44.77,25.77,214.9,48.3,Latin America
2023,Q2,Galaxy Z Fold3 5G,Yes,14970,18515548.91,6.32,52.48,25,57.27,51.12,Latin America
2023,Q2,Galaxy A14 5G,Yes,37850,11674638.72,6.51,65.65,35.8,210.17,70.25,Middle East & Africa
2023,Q2,Galaxy S23 5G,Yes,12105,51838068.95,5.279999999999999,77.76,52.15,51.12,86.82,Latin America
2023,Q2,Galaxy Z Flip5 5G,Yes,43400,25193544.6,2.97,86.63,52.81,178.32,45.09,Latin America
2023,Q3,Galaxy S10,No,45735,2987436.384,0.26,50.76,9.67,280.41,64.86,Asia-Pacific
2023,Q3,Galaxy Note10,No,14799,4874859.738000001,3.39,49.36,15.579999999999998,220.38,51.94,Middle East & Africa
2023,Q3,Galaxy S20,No,42940,4424999.499000001,0.5900000000000001,87.76,46.41,87.57,83.22,Europe
2023,Q3,Galaxy Note20,No,46321,12172734.05,2.5,44.49,12.73,238.14,47.82,Europe
2023,Q3,Galaxy S21,No,22101,45898246.39,0.3500000000000001,38.79,27.92,77.87,49.98,Europe
2023,Q3,Galaxy A32 5G,Yes,18578,35842354.88,5.27,41.64,13.95,192.01,73.64,North America
2023,Q3,Galaxy A52 5G,Yes,63804,26099538.28,2.53,49.54,36.48,168.21,88.53,North America
2023,Q3,Galaxy A73 5G,Yes,60353,10771600.523999998,3.43,67.71000000000001,35.68,79.34,58.28,North America
2023,Q3,Galaxy Z Fold2 5G,Yes,56014,38203293.83,5.04,92.55,22.12,50.37,45.65,Asia-Pacific
2023,Q3,Galaxy Z Flip3 5G,Yes,30009,27935761.68,5.49,48.11,22.61,157,94.16,Europe
2023,Q3,Galaxy S22 5G,Yes,11176,41387013.97,6.52,59.53,7.359999999999999,246.52,46.97,North America
2023,Q3,Galaxy Z Fold3 5G,Yes,35816,11652906.14,6.83,52.51,23.96,85.44,54.57,North America
2023,Q3,Galaxy A14 5G,Yes,51399,42332669.41199999,4.71,77.37,33.16,212.73,87.94,Latin America
2023,Q3,Galaxy S23 5G,Yes,25724,4967036.616,2.8,102.38,45.67,52.28,75.87,Asia-Pacific
2023,Q3,Galaxy Z Flip5 5G,Yes,19229,37535867.52,6.95,71.89,44.75,122.87,91.72,Latin America
2023,Q4,Galaxy S10,No,40560,10240842.15,1.06,40.09,30.86,154.81,68.24,North America
2023,Q4,Galaxy Note10,No,35697,19462564.98,2.49,36.55,36.44,236.39,47.11,North America
2023,Q4,Galaxy S20,No,47421,4828393.062,0.3400000000000001,69.32,14.16,174.21,73.78,Latin America
2023,Q4,Galaxy Note20,No,36328,33957658.93,1.6800000000000002,25.34,10.88,248.93,80.82,Middle East & Africa
2023,Q4,Galaxy S21,No,7177,12756979.87,3.84,83.21,46.58,244.75,58.59,Latin America
2023,Q4,Galaxy A32 5G,Yes,26543,22616882.71,6.92,47.63,35.93,142.99,65.49000000000001,Europe
2023,Q4,Galaxy A52 5G,Yes,56191,12240588.06,6.71,72.16,7.12,152.26,87.72,Asia-Pacific
2023,Q4,Galaxy A73 5G,Yes,31159,41780958.79,4.5600000000000005,79.39,20.12,294.91,53.57,Middle East & Africa
2023,Q4,Galaxy Z Fold2 5G,Yes,61064,65387195.35,5.49,85.64,26.68,170.74,59.27,Asia-Pacific
2023,Q4,Galaxy Z Flip3 5G,Yes,34138,54539172.82,5.92,98.31,21.34,195.17,79.73,Asia-Pacific
2023,Q4,Galaxy S22 5G,Yes,36216,29959374.23,3.82,70.59,46.92,177.43,63.86,Latin America
2023,Q4,Galaxy Z Fold3 5G,Yes,56470,29368072.66,5.15,71.88,21.15,192.3,46.87,North America
2023,Q4,Galaxy A14 5G,Yes,50544,43782286.43,4.640000000000001,96.7,13.78,184.26,51.56,North America
2023,Q4,Galaxy S23 5G,Yes,8752,38989375.22,2.66,83.21,28.99,286.82,62.63,Europe
2023,Q4,Galaxy Z Flip5 5G,Yes,52161,28251610.31,4.470000000000001,63.99,48.56,255.02,48.38,Middle East & Africa
2024,Q1,Galaxy S10,No,37131,45587127.690000005,0.5900000000000001,83.06,0.3399999999999998,274.2,42.93,North America
2024,Q1,Galaxy Note10,No,22947,10581556.07,2.03,51.05,13.99,62.01,43.39,Europe
2024,Q1,Galaxy S20,No,32783,24954402.68,-0.12,68.38,18.52,165.62,84.08,Asia-Pacific
2024,Q1,Galaxy Note20,No,11825,26416166.62,3.72,48.75,13.42,267.68,82.48,Asia-Pacific
2024,Q1,Galaxy S21,No,11094,32422221.33,2.75,69.33,8.2,259.15,73.14,Middle East & Africa
2024,Q1,Galaxy A32 5G,Yes,54883,29105714.76,6.45,41.13,51.34,117.64,58.15,North America
2024,Q1,Galaxy A52 5G,Yes,31220,36722606.38,6.53,40.510000000000005,32.239999999999995,130.35,80.87,Latin America
2024,Q1,Galaxy A73 5G,Yes,11255,40448789.53,6.91,69.89,14.95,211,67.67,North America
2024,Q1,Galaxy Z Fold2 5G,Yes,62968,36037742.34,3.27,91.81,35.09,236.61,93.38,Middle East & Africa
2024,Q1,Galaxy Z Flip3 5G,Yes,57073,27851665.91,2.61,66.33,8.11,196.33,89.62,Latin America
2024,Q1,Galaxy S22 5G,Yes,43911,45501962.54399999,4.21,45.54,47.18,293.87,46.55,Europe
2024,Q1,Galaxy Z Fold3 5G,Yes,6628,36995468.59,4.8100000000000005,93.86,26.43,157.51,45.53,Europe
2024,Q1,Galaxy A14 5G,Yes,54366,58337180.3,2.87,90.7,13.54,83.75,56.88,Asia-Pacific
2024,Q1,Galaxy S23 5G,Yes,43162,43400860.59599999,3.1100000000000003,73.38,46.43,195.74,49.58,Middle East & Africa
2024,Q1,Galaxy Z Flip5 5G,Yes,24624,36547057.85,6.92,54.55,50.77,120.07,50.72,North America
2024,Q2,Galaxy S10,No,26237,30930455.538000003,2.72,30.37,43.72,205.74,48.09,Middle East & Africa
2024,Q2,Galaxy Note10,No,22269,16275671.49,2.24,67.36,2.27,216.59,73.24,North America
2024,Q2,Galaxy S20,No,27314,25415808.77,0.48,88.91,13.08,84.12,40.12,Europe
2024,Q2,Galaxy Note20,No,18938,16203612.71,3.04,84.26,14.97,201.33,75.69,Europe
2024,Q2,Galaxy S21,No,14478,46356728.39,1.4700000000000002,44.98,31.83,190.4,78.16,Latin America
2024,Q2,Galaxy A32 5G,Yes,64381,8891741.34,3.46,81.54,25.48,147.48,52.94,North America
2024,Q2,Galaxy A52 5G,Yes,33515,35787763.82,4.3,82.09,44.83,256.14,51.86,Latin America
2024,Q2,Galaxy A73 5G,Yes,14587,28041204.8,2.85,53.66,51.8,126.75,94.43,Asia-Pacific
2024,Q2,Galaxy Z Fold2 5G,Yes,47712,18117011.06,3.62,64.38,33.69,172.94,72.78,North America
2024,Q2,Galaxy Z Flip3 5G,Yes,24276,82025137.2,6.27,51.96,37.97,177.35,73.86,Latin America
2024,Q2,Galaxy S22 5G,Yes,28349,29473665.23,6.51,94.18,34.27,103.77,65.41,Asia-Pacific
2024,Q2,Galaxy Z Fold3 5G,Yes,33169,35954900.03,5.42,53.54,26.02,294.86,54.66,Europe
2024,Q2,Galaxy A14 5G,Yes,7463,54322194.79,3.42,84.33,29.05,82.85,88.18,North America
2024,Q2,Galaxy S23 5G,Yes,16723,10462398.76,5.79,80.56,28.87,162.51,72.81,Middle East & Africa
2024,Q2,Galaxy Z Flip5 5G,Yes,44327,51331262.54399999,4.95,78.31,41.66,198.84,46.44,Middle East & Africa
2024,Q3,Galaxy S10,No,32671,47591496.99,2.77,27.94,32.88,71.21,82.95,Asia-Pacific
2024,Q3,Galaxy Note10,No,40214,41136987.82,0.1399999999999999,87.83,40.29,259.95,42.51,Asia-Pacific
2024,Q3,Galaxy S20,No,5564,59801417.46,3.5,48.6,29.86,213.04,46.39,Europe
2024,Q3,Galaxy Note20,No,19903,17437926.68,3.41,61.77,2.81,289.86,52.2,Middle East & Africa
2024,Q3,Galaxy S21,No,21386,36904339.77,2.99,72.99,35.39,296.75,75.59,Latin America
2024,Q3,Galaxy A32 5G,Yes,27969,70164647.83,2.62,46.76,43.61,103.25,63.21,Middle East & Africa
2024,Q3,Galaxy A52 5G,Yes,37433,18338586.46,4.04,87.64,53.76,101.77,50.02,Middle East & Africa
2024,Q3,Galaxy A73 5G,Yes,39286,60220617.19,3.28,52.62,54.48,284.67,72.09,Europe
2024,Q3,Galaxy Z Fold2 5G,Yes,53528,21387152.24,6.42,103.82,51.01,130.55,85.26,Middle East & Africa
2024,Q3,Galaxy Z Flip3 5G,Yes,35291,49226395.4,6.75,62.89,24.49,220.65,89.72,North America
2024,Q3,Galaxy S22 5G,Yes,59709,24247149.04,6.3,103.78,12.99,284.37,67.07,Middle East & Africa
2024,Q3,Galaxy Z Fold3 5G,Yes,43568,7815666.251999999,5.04,74.46,45.39,255.35,72.28,North America
2024,Q3,Galaxy A14 5G,Yes,14266,34815441.96,4.33,40.78,17.490000000000002,190.78,88.08,Latin America
2024,Q3,Galaxy S23 5G,Yes,15763,7376208.852,5.890000000000001,74.46,50.36,173.23,52.39,North America
2024,Q3,Galaxy Z Flip5 5G,Yes,37683,25975311.58,6.15,87.83,29.56,270.57,63.33,Europe
2024,Q4,Galaxy S10,No,9805,4494602.493,0.27,59.49,16.98,203.22,57.32,Middle East & Africa
2024,Q4,Galaxy Note10,No,39017,15031174.35,1.95,50.4,25.44,268.6,38.07,Asia-Pacific
2024,Q4,Galaxy S20,No,7534,29771391.22,3.55,47.5,12.56,51.73,74.44,Europe
2024,Q4,Galaxy Note20,No,42266,23557754.83,0.3400000000000001,86.28,26.49,294.81,51.79,Latin America
2024,Q4,Galaxy S21,No,28852,14365866.47,0.2299999999999999,46.1,3.47,194.32,86.51,Middle East & Africa
2024,Q4,Galaxy A32 5G,Yes,25724,57565236.58,5.68,69.97999999999999,34.17,231.5,84.08,Latin America
2024,Q4,Galaxy A52 5G,Yes,10554,21897425.74,5.35,41.870000000000005,19.65,187.87,87.11,Asia-Pacific
2024,Q4,Galaxy A73 5G,Yes,63966,35148376,3.86,68.18,37.3,171.35,81.11,North America
2024,Q4,Galaxy Z Fold2 5G,Yes,50336,24239867.16,4.0600000000000005,44.48,16.75,205.63,73.46,Middle East & Africa
2024,Q4,Galaxy Z Flip3 5G,Yes,35834,8672653.008,3.47,79.11,20.48,97.86,49,Middle East & Africa
2024,Q4,Galaxy S22 5G,Yes,28368,17639255.89,5.79,47.78,35.7,99.55,92.85,Europe
2024,Q4,Galaxy Z Fold3 5G,Yes,31313,33616387.43,6.7,59.12,51.35,229.94,66.1,North America
2024,Q4,Galaxy A14 5G,Yes,10175,31584423.95,6.39,86.4,6.87,170.92,87.54,Asia-Pacific
